Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke
mv agusta,f3 800 ago,2015,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,f3 800 ago,2016,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,f3 800 rc,2016,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,f3 800 rc,2017,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,f3 800 rc,2018,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,f3 800 rc,2019,Sport,0,798,150,88,In-line three,four-stroke
mv agusta,f3 800 rc,2020,Sport,3.4,798,153,88,In-line three,four-stroke
mv agusta,f3 amg,2016,Prototype / concept model,0,798,148,88,In-line three,four-stroke
mv agusta,f3 rosso,2022,Sport,0,798,147,88,In-line three,four-stroke
mv agusta,f3 rr,2022,Sport,0,798,147,88,In-line three,four-stroke
mv agusta,f3 rr racing kit,2022,Sport,0,798,147,88,In-line three,four-stroke
mv agusta,f3 serie oro,2012,Sport,3.4,675,126,71,In-line three,four-stroke
mv agusta,f4,2011,Sport,3.3,998,183,114,In-line four,four-stroke
mv agusta,f4,2013,Sport,3.7,998,195,110,In-line four,four-stroke
mv agusta,f4,2014,Sport,0,998,195,110,In-line four,four-stroke
mv agusta,f4,2015,Sport,3.3,998,195,110,In-line four,four-stroke
mv agusta,f4,2016,Sport,0,998,195,110,In-line four,four-stroke
mv agusta,f4,2017,Sport,0,998,195,110,In-line four,four-stroke
mv agusta,f4,2018,Sport,3.2,998,195,110,In-line four,four-stroke
mv agusta,f4 1000 ago,2005,Sport,3.6,996.4,166,109,In-line four,four-stroke
mv agusta,f4 1000 corse,2007,Sport,3.6,998,163,109,In-line four,four-stroke
mv agusta,f4 1000 mamba,2007,Sport,3.2,998,163,109,In-line four,four-stroke
mv agusta,f4 1000 mt tamburini,2005,Sport,3.8,996.4,173,113,In-line four,four-stroke
mv agusta,f4 1000 r,2006,Sport,3.6,998,174,111,In-line four,four-stroke
mv agusta,f4 1000 r,2008,Sport,3.2,998,174,111,In-line four,four-stroke
mv agusta,f4 1000 r,2009,Sport,3.2,998,174,111,In-line four,four-stroke
mv agusta,f4 1000 r,2010,Sport,3.4,1078.3,186,144,In-line four,four-stroke
mv agusta,f4 1000 r 1 plus 1,2009,Sport,3.5,998,174,111,In-line four,four-stroke
mv agusta,f4 1000 r 1 plus 1,2010,Sport,3.1,998,183,111,In-line four,four-stroke
mv agusta,f4 1000 r 1+1,2008,Sport,3.5,998,174,111,In-line four,four-stroke
mv agusta,f4 1000 s,2004,Sport,3.4,998,166,109,In-line four,four-stroke
mv agusta,f4 1000 s,2005,Sport,3.6,996.4,166,109,In-line four,four-stroke
mv agusta,f4 1000 s,2006,Sport,3.8,998,163,109,In-line four,four-stroke
mv agusta,f4 1000 s,2008,Sport,3.1,998,166,109,In-line four,four-stroke
mv agusta,f4 1000 s,2009,Sport,0,998,166,109,In-line four,four-stroke
mv agusta,f4 1000 s 1 plus 1,2009,Sport,3,998,166,109,In-line four,four-stroke
mv agusta,f4 1000 s 1+1,2008,Sport,0,998,166,109,In-line four,four-stroke
mv agusta,f4 1000 senna,2007,Sport,3.3,998,171,111,In-line four,four-stroke
mv agusta,f4 1000 senna,2008,Sport,3.4,998,171,111,In-line four,four-stroke
mv agusta,f4 1000 tamburini,2004,Sport,3.6,998,173,113,In-line four,four-stroke
mv agusta,f4 1000 veltro pista,2006,Sport,3.6,998,174,117,In-line four,four-stroke
mv agusta,f4 1000 veltro strada,2006,Sport,3,998,174,117,In-line four,four-stroke
mv agusta,f4 1000r 1+1,2007,Sport,3.4,998,174,111,In-line four,four-stroke
mv agusta,f4 1000s 1+ 1,2005,Sport,3.6,996.4,166,109,In-line four,four-stroke
mv agusta,f4 1000s 1+1,2007,Sport,3.7,998,163,109,In-line four,four-stroke
mv agusta,f4 1078 rr312,2008,Sport,3.7,1078.3,190,124,In-line four,four-stroke
mv agusta,f4 1078 rr312,2009,Sport,3.8,1078.3,190,124,In-line four,four-stroke
mv agusta,f4 750 ago,2007,Sport,0,748.9,143,-2,In-line four,four-stroke
mv agusta,f4 750 s,2006,Sport,3.4,748.9,135,-2,In-line four,four-stroke
mv agusta,f4 750 spr,2006,Sport,3.4,748.9,143,-2,In-line four,four-stroke
mv agusta,f4 750s 1+1,2007,Sport,0,749,135,-2,In-line four,four-stroke
mv agusta,f4 ago,2004,Sport,3.5,749,143,85,In-line four,four-stroke
mv agusta,f4 ago,2008,Sport,0,748.9,143,-2,In-line four,four-stroke
mv agusta,f4 ago,2009,Sport,0,748.9,146,82,In-line four,four-stroke
mv agusta,f4 agostini,2003,Sport,0,749.4,135,81.4,In-line four,four-stroke
mv agusta,f4 agostini,2006,Sport,0,748.9,143,-2,In-line four,four-stroke
mv agusta,f4 brutale oro,2004,Naked bike,3.7,749,127,75,In-line four,four-stroke
mv agusta,f4 brutale s,2002,Naked bike,3.8,749.4,127,77.5,In-line four,four-stroke
mv agusta,f4 brutale s,2003,Naked bike,3.8,749.4,125,77.3,In-line four,four-stroke
mv agusta,f4 brutale s,2004,Naked bike,3.8,749,127,75,In-line four,four-stroke
mv agusta,f4 brutale s,2006,Naked bike,0,748.9,125,-2,In-line four,four-stroke
mv agusta,f4 brutale serie oro,2001,Naked bike,3.2,749,127,74,In-line four,four-stroke
mv agusta,f4 brutale serie oro,2002,Naked bike,0,749.4,127,77.5,In-line four,four-stroke
mv agusta,f4 brutale serie oro,2003,Naked bike,3.3,749.4,125,77.3,In-line four,four-stroke
mv agusta,f4 cc claudio castiglioni,2009,Sport,3.3,1078,200,125,In-line four,four-stroke
mv agusta,f4 cc claudio castiglioni,2010,Sport,3.2,1078,200,125,In-line four,four-stroke
mv agusta,f4 claudio,2019,Sport,0,998,205,115,In-line four,four-stroke
mv agusta,f4 corse,2006,Sport,3.6,998,163,109,In-line four,four-stroke
mv agusta,f4 corse,2008,Sport,0,998,163,-2,In-line four,four-stroke
mv agusta,f4 lh44,2018,Sport,0,998,212,115,In-line four,four-stroke
mv agusta,f4 mamba,2006,Sport,3.1,998,163,109,In-line four,four-stroke
mv agusta,f4 mamba,2008,Sport,0,998,163,109,In-line four,four-stroke
mv agusta,f4 r,2013,Sport,0,998,195,110,In-line four,four-stroke
mv agusta,f4 r,2014,Sport,3.5,998,195,110,In-line four,four-stroke
mv agusta,f4 r,2015,Sport,3.3,998,195,110,In-line four,four-stroke
mv agusta,f4 r corsa corta,2012,Sport,3.3,998,192,112,In-line four,four-stroke
mv agusta,f4 r312,2009,Sport,3.7,998,183,115,In-line four,four-stroke
mv agusta,f4 r312,2010,Sport,0,998,183,115,In-line four,four-stroke
mv agusta,f4 r312 1 plus 1,2009,Sport,0,998,183,115,In-line four,four-stroke
mv agusta,f4 rc,2016,Sport,0,998,212,115,In-line four,four-stroke
mv agusta,f4 rc,2017,Sport,0,998,212,115,In-line four,four-stroke
mv agusta,f4 rc,2018,Sport,0,998,212,115,In-line four,four-stroke
mv agusta,f4 rc,2019,Sport,0,998,211,115,In-line four,four-stroke
mv agusta,f4 rr,2012,Sport,3.2,998,201,114,In-line four,four-stroke
mv agusta,f4 rr,2013,Sport,3.4,998,201,111,In-line four,four-stroke
mv agusta,f4 rr,2014,Sport,0,998,201,111,In-line four,four-stroke
mv agusta,f4 rr,2015,Sport,3.6,998,200,111,In-line four,four-stroke
mv agusta,f4 rr,2016,Sport,3.6,998,201,111,In-line four,four-stroke
mv agusta,f4 rr,2017,Sport,0,998,201,111,In-line four,four-stroke
mv agusta,f4 rr,2018,Sport,0,998,201,111,In-line four,four-stroke
mv agusta,f4 rr 312 1078,2010,Sport,0,1078.3,190,124,In-line four,four-stroke
mv agusta,f4 s,2001,Sport,3.2,749,134,78,In-line four,four-stroke
mv agusta,f4 s,2002,Sport,3.8,749.4,137,81.4,In-line four,four-stroke
mv agusta,f4 s,2004,Sport,3.4,749,137,75,In-line four,four-stroke
mv agusta,f4 s 1+1,2001,Sport,3.2,749,126,74,In-line four,four-stroke
mv agusta,f4 s 1+1,2004,Sport,3.5,749,137,75,In-line four,four-stroke
mv agusta,f4 s 750 1+1 evo 3,2003,Sport,3.7,749.4,135,81.4,In-line four,four-stroke
mv agusta,f4 s 750 evo 3,2003,Sport,3.3,749.4,135,81.4,In-line four,four-stroke
mv agusta,f4 s i+i,2002,Sport,3.6,749.4,137,81.4,In-line four,four-stroke
mv agusta,f4 senna,2001,Sport,0,749,140,79,In-line four,four-stroke
mv agusta,f4 senna,2002,Sport,3.9,749.4,140,81.4,In-line four,four-stroke
mv agusta,f4 senna,2006,Sport,3.7,998,171,111,In-line four,four-stroke
mv agusta,f4 serie oro,1999,Sport,3.4,750,126,71.6,In-line four,four-stroke
mv agusta,f4 spr,2001,Sport,3.6,749,140,79,In-line four,four-stroke
mv agusta,f4 spr,2002,Sport,3.8,749.4,146,80.4,In-line four,four-stroke
mv agusta,f4 spr,2003,Sport,3.5,749.4,143,80,In-line four,four-stroke
mv agusta,f4 spr,2004,Sport,3.8,749,143,85,In-line four,four-stroke
mv agusta,f4 spr,2008,Sport,0,749,146,85,In-line four,four-stroke
mv agusta,f4 spr,2009,Sport,3.5,749,146,85,In-line four,four-stroke
mv agusta,f4 tamburini,2006,Sport,4,998,170,113,In-line four,four-stroke
mv agusta,f4 tamburini,2007,Sport,3.8,998,170,113,In-line four,four-stroke
mv agusta,f4-r312,2008,Sport,3.2,998,183,115,In-line four,four-stroke
mv agusta,f4-r312 1+1,2008,Sport,3.5,998,183,115,In-line four,four-stroke
mv agusta,f4cc,2007,Sport,3.8,1078,200,125,In-line four,four-stroke
mv agusta,f4cc,2008,Sport,3.4,1078,200,125,In-line four,four-stroke
mv agusta,f4s,2000,Sport,3.5,749.4,128,76.6,In-line four,four-stroke
mv agusta,f4s 1+1,2000,Sport,3.3,749,126,72,In-line four,four-stroke
mv agusta,liberty sport,1962,Sport,0,47.7,1.5,-2,Single cylinder,four-stroke
mv agusta,lucky explorer 5.5,2022,Super motard,0,554,46.9,51,Twin,four-stroke
mv agusta,lucky explorer 9.5,2022,Enduro / offroad,0,931,121,102,In-line three,four-stroke
mv agusta,pullmann 125,1958,Allround,0,125,-3,-2,Single cylinder,two-stroke
mv agusta,rivale 800,2013,Naked bike,3.3,798,125,-2,In-line three,four-stroke
mv agusta,rivale 800,2014,Naked bike,3.4,798,125,-2,In-line three,four-stroke
mv agusta,rivale 800,2015,Naked bike,3.4,798,125,84,In-line three,four-stroke
mv agusta,rivale 800,2016,Naked bike,0,798,125,84,In-line three,four-stroke
mv agusta,rivale 800,2017,Naked bike,0,798,125,84,In-line three,four-stroke
mv agusta,rivale 800,2018,Naked bike,3.1,798,125,84,In-line three,four-stroke
mv agusta,rush 1000,2020,Naked bike,3.4,998,209,116,In-line four,four-stroke
mv agusta,rush 1000,2021,Naked bike,0,998,208,116,In-line four,four-stroke
mv agusta,rush 1000,2022,Naked bike,0,998,208,116,In-line four,four-stroke
mv agusta,rvs,2018,Naked bike,0,798,140,87,In-line three,four-stroke
mv agusta,stradale 800,2015,Sport touring,3.4,798,115,78.5,In-line three,four-stroke
mv agusta,stradale 800,2016,Sport touring,3,798,115,78.5,In-line three,four-stroke
mv agusta,stradale 800,2017,Sport touring,0,798,115,78.5,In-line three,four-stroke
mv agusta,super veloce ottocento,2019,Prototype / concept model,0,798,148,-2,In-line three,four-stroke
mv agusta,superveloce 75 anniversario,2021,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,superveloce 800,2020,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,superveloce 800,2021,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,superveloce 800,2022,Sport,0,798,147,88,In-line three,four-stroke
mv agusta,superveloce 800 s,2022,Sport,0,798,152,88,In-line three,four-stroke
mv agusta,superveloce 800 serie oro,2020,Sport,0,798,144,88,In-line three,four-stroke
mv agusta,superveloce ago,2022,Sport,0,798,148,88,In-line three,four-stroke
mv agusta,superveloce alpine,2021,Sport,0,798,147,88,In-line three,four-stroke
mv agusta,superveloce alpine,2022,Sport,0,798,147,88,In-line three,four-stroke
mv agusta,turismo veloce 800,2014,Sport touring,0,798,125,84,In-line three,four-stroke
mv agusta,turismo veloce 800,2015,Sport touring,0,798,115,84,In-line three,four-stroke
mv agusta,turismo veloce 800,2016,Sport touring,0,798,110,83,In-line three,four-stroke
mv agusta,turismo veloce 800,2017,Sport touring,0,798,110,83,In-line three,four-stroke
mv agusta,turismo veloce 800,2018,Sport touring,0,798,110,83,In-line three,four-stroke
mv agusta,turismo veloce 800,2019,Sport touring,0,798,108,80,In-line three,four-stroke
mv agusta,turismo veloce 800 lusso,2016,Sport touring,0,798,110,83,In-line three,four-stroke
mv agusta,turismo veloce 800 lusso,2017,Sport touring,3.1,798,110,83,In-line three,four-stroke
mv agusta,turismo veloce 800 lusso,2018,Sport touring,0,798,110,83,In-line three,four-stroke
mv agusta,turismo veloce 800 lusso,2019,Sport touring,3,798,108,80,In-line three,four-stroke
mv agusta,turismo veloce 800 rc,2017,Sport touring,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce 800 rc,2018,Sport touring,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce 800 rc scs,2019,Sport touring,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce 800 rosso,2020,Sport,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce 800 rosso,2021,Sport,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce 800 scs,2019,Sport touring,0,798,108,80,In-line three,four-stroke
mv agusta,turismo veloce lusso,2020,Sport touring,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce lusso,2021,Sport touring,0,798,110,84.1,In-line three,four-stroke
mv agusta,turismo veloce lusso,2022,Sport touring,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce lusso 800,2014,Sport touring,0,798,125,84,In-line three,four-stroke
mv agusta,turismo veloce lusso 800,2015,Sport touring,3.6,798,125,84,In-line three,four-stroke
mv agusta,turismo veloce lusso rc scs,2020,Sport touring,0,798,108,80,In-line three,four-stroke
mv agusta,turismo veloce lusso scs,2020,Sport touring,0,798,108,80,In-line three,four-stroke
mv agusta,turismo veloce lusso scs,2021,Sport touring,0,798,110,84.1,In-line three,four-stroke
mv agusta,turismo veloce lusso scs 800,2022,Sport touring,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce lusso scs polizia,2021,Sport,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce rc scs,2021,Sport touring,0,798,110,84.1,In-line three,four-stroke
mv agusta,turismo veloce rc scs,2022,Sport touring,0,798,110,80,In-line three,four-stroke
mv agusta,turismo veloce rosso,2022,Sport,0,798,110,80,In-line three,four-stroke
mz,1000 s,2003,Sport,3.6,998,115,98,Twin,four-stroke
mz,1000 s,2005,Sport,3.8,999,86,95,Twin,four-stroke
mz,1000 s,2006,Sport,0,1000,115,95,Twin,four-stroke
mz,1000 s,2008,Sport,0,999,115,95,Twin,four-stroke
mz,1000 s,2009,Sport,3.6,999,117,95,Twin,four-stroke
mz,1000 sf,2005,Naked bike,3.3,999,-3,-2,Twin,four-stroke
mz,1000 sf streetfighter,2006,Naked bike,0,998,111,98,Twin,four-stroke
mz,1000 sf streetfighter,2008,Naked bike,0,999,111,98,Twin,four-stroke
mz,1000 sf streetfighter,2009,Naked bike,0,999,111,98,Twin,four-stroke
mz,1000 st supertraveller,2006,Sport touring,3.3,999,111,98,Twin,four-stroke
mz,1000 st supertraveller,2008,Sport touring,0,999,111,98,Twin,four-stroke
mz,1000 st supertraveller,2009,Sport touring,3.6,999,111,98,Twin,four-stroke
mz,1000s,2007,Sport,3.4,999,115,95,Twin,four-stroke
mz,1000sf superfighter,2007,Naked bike,3.3,998,111,98,Twin,four-stroke
mz,1000st supertraveller,2007,Sport touring,3.8,999,111,98,Twin,four-stroke
mz,125 rt,2007,Naked bike,3,124,15,11.7,Single cylinder,four-stroke
mz,125 sm blizzard,2008,Super motard,3.6,124,14.8,11.7,Single cylinder,four-stroke
mz,125 sm elegance,2008,Super motard,3.4,124,14.8,11.7,Single cylinder,four-stroke
mz,125 sm gangsta,2009,Super motard,3.5,124,14.8,11.7,Single cylinder,four-stroke
mz,125 sportstar,1998,Allround,3.3,125,12,-2,Single cylinder,two-stroke
mz,125 sx,2006,Cross / motocross,3.4,124,14.8,11.7,Single cylinder,four-stroke
mz,125 sx,2009,Enduro / offroad,3.9,124,14.8,11.7,Single cylinder,four-stroke
mz,125 sx camouflage,2008,Enduro / offroad,3.5,124,14.8,11.7,Single cylinder,four-stroke
mz,125 sx sixdays 87,2007,Cross / motocross,2.8,124,14.8,11.7,Single cylinder,four-stroke
mz,125-rt striker,2007,Sport,2,124,14.8,11.7,Single cylinder,four-stroke
mz,660 baghira street moto,2003,Enduro / offroad,3.3,660,50,55.6,Single cylinder,four-stroke
mz,660 mastiff,2003,Naked bike,3.6,660,50,57,Single cylinder,four-stroke
mz,660 supermoto,2007,Super motard,3,660,49.6,57,Single cylinder,four-stroke
mz,660 supermoto,2009,Super motard,0,660,49.6,57,Single cylinder,four-stroke
mz,660 supermoto s,2007,Super motard,0,660,-3,-2,Single cylinder,four-stroke
mz,660 supermoto s,2009,Super motard,0,660,49.6,57,Single cylinder,four-stroke
mz,anthony 50 2t,2011,Scooter,0,49.3,3.5,-2,Single cylinder,two-stroke
mz,anthony 50 2t,2013,Scooter,0,49.3,3.5,-2,Single cylinder,two-stroke
mz,baghira black panther,2001,Enduro / offroad,3.5,659,50,57,Single cylinder,four-stroke
mz,baghira black panther,2005,Enduro / offroad,3.8,660,37,57,Single cylinder,four-stroke
mz,baghira black panther,2006,Super motard,3.1,660,49.6,57,Single cylinder,four-stroke
mz,baghira enduro,2005,Enduro / offroad,3.5,660,37,57,Single cylinder,four-stroke
mz,baghira enduro,2006,Enduro / offroad,3.6,660,49.6,57,Single cylinder,four-stroke
mz,baghira forest,2001,Enduro / offroad,3.4,659,50,57,Single cylinder,four-stroke
mz,baghira street moto,2001,Super motard,3.5,659,50,57,Single cylinder,four-stroke
mz,baghira street moto,2005,Enduro / offroad,3.7,660,37,57,Single cylinder,four-stroke
mz,baghira street moto,2006,Super motard,3.6,660,49.6,57,Single cylinder,four-stroke
mz,charly,2008,Scooter,0,-1,1,-2,Electric,Electric
mz,charly classic,2013,Scooter,3,-1,1.3,-2,Electric,Electric
mz,charly electroroller,2009,Scooter,2.7,-1,1,-2,Electric,Electric
mz,charly electroroller evo,2010,Scooter,0,-1,1.3,-2,Electric,Electric
mz,charly electroroller evo,2011,Scooter,0,-1,1.3,-2,Electric,Electric
mz,charly evo carbon look,2012,Scooter,0,-1,1.3,-2,Electric,Electric
mz,classic 125,1997,Custom / cruiser,0,125,12,10,Single cylinder,two-stroke
mz,classic 300,1997,Allround,3.1,291,23,30,Single cylinder,two-stroke
mz,classic 300,1998,Naked bike,3.4,291,32,29.5,Single cylinder,two-stroke
mz,emmely 125 4t,2011,Scooter,0,124.6,7,7.1,Single cylinder,four-stroke
mz,emmely 50 4t,2011,Scooter,0,49.6,2.8,3.3,Single cylinder,four-stroke
mz,emmely 50 4t,2013,Scooter,0,49.6,2.8,3.3,Single cylinder,four-stroke
mz,emmely e-scooter,2011,Scooter,0,-1,2,-2,Electric,Electric
mz,emmely el2,2013,Scooter,0,49.6,2.9,3.3,Single cylinder,four-stroke
mz,emmely el2-hybrid,2011,Scooter,0,49.6,2.9,3.3,Single cylinder,four-stroke
mz,emmely el3-hybrid,2011,Scooter,0,124.6,7,7.1,Single cylinder,four-stroke
mz,es 250,1964,Sport,0,250,17.5,-2,Single cylinder,two-stroke
mz,es 250,1965,Sport,3.2,250,17.5,-2,Single cylinder,two-stroke
mz,es 250,1966,Sport,0,250,17.5,-2,Single cylinder,two-stroke
mz,es 250,1967,Sport,0,250,17.5,-2,Single cylinder,two-stroke
mz,es 250,1968,Sport,0,250,17.5,-2,Single cylinder,two-stroke
mz,es 250,1969,Sport,0,250,17.5,-2,Single cylinder,two-stroke
mz,etz 125,1990,Naked bike,3.6,123,10,-2,Single cylinder,two-stroke
mz,etz 251,1993,Allround,3.6,243,21,-2,Single cylinder,two-stroke
mz,fun 300,1997,Allround,3.2,291,23,30,Single cylinder,two-stroke
mz,fun 300,1998,Naked bike,2.9,291,32,29.5,Single cylinder,two-stroke
mz,mantizz 125,2007,Scooter,2.7,124.7,-3,-2,Single cylinder,four-stroke
mz,mastiff,2001,Enduro / offroad,3.4,659,50,57,Single cylinder,four-stroke
mz,mastiff,2005,Naked bike,3.4,660,37,57,Single cylinder,four-stroke
mz,mastiff,2006,Super motard,0,660,49.6,57,Single cylinder,four-stroke
mz,max 50 2t,2012,Scooter,0,49.3,3.5,-2,Single cylinder,two-stroke
mz,max 50 2t,2013,Scooter,0,49.3,3.6,-2,Single cylinder,two-stroke
mz,moskito,2005,Scooter,3.8,124,-3,-2,Single cylinder,four-stroke
mz,moskito 125rx,2007,Scooter,2.6,125,7.4,8.5,Single cylinder,four-stroke
mz,re125,1956,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1957,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1958,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1959,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1960,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1961,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1962,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1963,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1964,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,re125,1965,Cross / motocross,0,123,-3,-2,Single cylinder,two-stroke
mz,rt 125,2001,Naked bike,3.8,124,15,11.7,Single cylinder,four-stroke
mz,rt 125,2003,Naked bike,3.9,124,14.8,11.2,Single cylinder,four-stroke
mz,rt 125,2005,Sport,3.7,124,11,11.7,Single cylinder,four-stroke
mz,rt 125 striker,2006,Sport,3.3,124,14.8,11.7,Single cylinder,four-stroke
mz,rt-striker,2009,Naked bike,0,124,14.8,11.7,Single cylinder,four-stroke
mz,rt-striker 125,2008,Naked bike,2.9,124,14.8,11.7,Single cylinder,four-stroke
mz,skorpion tour,2001,Naked bike,2.5,659,48,56,Single cylinder,four-stroke
mz,skorpion traveller,2001,Touring,3.8,659,48,56,Single cylinder,four-stroke
mz,sm 125,2001,Super motard,3.7,124,15,11.7,Single cylinder,four-stroke
mz,sm 125,2003,Enduro / offroad,4.1,124,14.8,11.7,Single cylinder,four-stroke
mz,sm 125,2005,Super motard,3.2,124,11,11.7,Single cylinder,four-stroke
mz,sm 125 cup replica,2007,Super motard,0,124.1,14.8,11.7,Single cylinder,four-stroke
mz,sm 125 gangsta,2007,Super motard,3.5,124,14.8,11.7,Single cylinder,four-stroke
mz,sm 125 mig,2007,Super motard,3,124,14.8,11.7,Single cylinder,four-stroke
mz,sm gangsta,2006,Super motard,0,124,14.8,11.7,Single cylinder,four-stroke
mz,sportstar 125,1997,Naked bike,2.6,125,12,10,Single cylinder,four-stroke
mz,sportstar 300,1997,Allround,3.4,291,23,30,Single cylinder,two-stroke
mz,sportstar 300,1998,Naked bike,0,291,32,29.5,Single cylinder,two-stroke
mz,sx 125,2001,Enduro / offroad,3,124,15,11.7,Single cylinder,four-stroke
mz,sx 125,2003,Enduro / offroad,3.2,124,14.8,11.7,Single cylinder,four-stroke
mz,sx 125,2005,Enduro / offroad,3.6,124,11,11.7,Single cylinder,four-stroke
mz,sx 125 enduro,2007,Enduro / offroad,3.6,124,14.8,11.7,Single cylinder,four-stroke
mz,ts 125 luxus,1985,Classic,0,123,10,21.2,Single cylinder,two-stroke
münch,4-1200 tts,1970,Super motard,3.1,1176,88,-2,In-line four,four-stroke
münch,4-1200 tts,1971,Classic,3.2,1176,88,-2,In-line four,four-stroke
münch,4-1200 tts,1972,Classic,0,1176,88,-2,In-line four,four-stroke
münch,4-1200 tts,1973,Unspecified category,0,1176,88,-2,In-line four,four-stroke
münch,4-1200 tts,1974,Classic,3.8,1176,88,-2,In-line four,four-stroke
münch,4-1200 tts,1975,Unspecified category,0,1176,88,-2,In-line four,four-stroke
münch,4-1200 tts,1978,Unspecified category,0,1289,98,-2,In-line four,four-stroke
münch,4-1200 tts,1979,Unspecified category,0,1289,98,-2,In-line four,four-stroke
münch,4-1200 tts-e,1973,Unspecified category,0,1176,100,-2,In-line four,four-stroke
münch,4-1200 tts-e,1974,Sport touring,0,1176,100,-2,In-line four,four-stroke
münch,4-1200 tts-e,1975,Unspecified category,0,1176,100,-2,In-line four,four-stroke
münch,4-1200 tts-e,1976,Unspecified category,0,1289,104,-2,In-line four,four-stroke
münch,4-1200 tts-e,1977,Unspecified category,0,1289,104,-2,In-line four,four-stroke
münch,4-1200 tts-e,1978,Naked bike,2.8,1289,104,-2,In-line four,four-stroke
münch,4-1200 tts-e,1979,Unspecified category,0,1289,104,-2,In-line four,four-stroke
münch,mammoth 2000,2000,Prototype / concept model,0,2000,260,295,V4,four-stroke
münch,mammut 2000,2001,Naked bike,3.7,1998,260,295,In-line four,four-stroke
münch,tts 1300,1980,Custom / cruiser,3.3,1289,98,-2,In-line four,four-stroke
münch,tts 1300,1981,Unspecified category,0,1289,98,-2,In-line four,four-stroke
ncr,848,2009,Sport,3,848,145,118,V2,four-stroke
ncr,848,2010,Sport,0,848,145,118,V2,four-stroke
ncr,848,2011,Sport,0,848,145,118,V2,four-stroke
ncr,848,2012,Sport,0,848,145,120,V2,four-stroke
ncr,848,2013,Sport,0,848,145,120,V2,four-stroke
ncr,848,2016,Sport,0,848,145,120,V2,four-stroke
ncr,848,2017,Sport,0,848,145,120,V2,four-stroke
ncr,848,2019,Sport,0,848,145,120,V2,four-stroke
ncr,leggera,2009,Super motard,0,1078,88.5,-2,V2,four-stroke
ncr,leggera,2010,Super motard,0,1078,90,-2,V2,four-stroke
ncr,leggera,2011,Super motard,0,1078,90,-2,V2,four-stroke
ncr,leggera,2012,Super motard,0,1078,90,-2,V2,four-stroke
ncr,leggera,2013,Super motard,0,1078,90,-2,V2,four-stroke
ncr,leggera,2016,Super motard,0,1078,90,-2,V2,four-stroke
ncr,leggera,2017,Super motard,0,1078,90,-2,V2,four-stroke
ncr,leggera,2019,Super motard,0,1100,90,-2,V2,four-stroke
ncr,m16,2010,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2011,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2012,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2013,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2014,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2015,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2016,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2017,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2019,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m16,2021,Sport,0,998,200,-2,In-line four,four-stroke
ncr,m4,2012,Sport,0,1100,107,115,V2,four-stroke
ncr,m4,2013,Sport,0,1100,107,115,V2,four-stroke
ncr,m4,2014,Sport,0,1100,107,115,V2,four-stroke
ncr,m4,2015,Sport,0,1100,107,115,V2,four-stroke
ncr,m4,2016,Sport,0,1100,107,115,V2,four-stroke
ncr,m4,2017,Sport,0,1100,107,115,V2,four-stroke
ncr,m4,2019,Sport,0,1100,107,115,V2,four-stroke
ncr,m4,2021,Sport,0,1100,107,115,V2,four-stroke
ncr,m4 one shot,2012,Sport,0,1200,132,143,V2,four-stroke
