Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke
acabion,da vinci 650-vi,2011,Prototype / concept model,3.2,-1,804,-2,Electric,Electric
acabion,gtbo 55,2007,Sport,2.6,1300,541,420,In-line four,four-stroke
acabion,gtbo 600 daytona-vi,2011,Prototype / concept model,3.5,-1,536,-2,Electric,Electric
acabion,gtbo 600 daytona-vi,2021,Prototype / concept model,0,-1,536,-2,Electric,Electric
acabion,gtbo 70,2007,Prototype / concept model,3.1,1300,689,490,In-line four,four-stroke
access,37 offroad e-scooter,2021,Scooter,0,-1,1.1,-2,Electric,Electric
access,ams 3.20 supercross,2016,ATV,0,280,18.8,-2,Single cylinder,four-stroke
access,ams 4.30 supermoto efi,2016,ATV,0,359.3,29.5,-2,Single cylinder,four-stroke
access,ams 4.38 sm gear shift,2016,ATV,0,449,37.6,-2,Single cylinder,four-stroke
access,ams 4.38 sx gear shift,2016,ATV,0,449,37.6,-2,Single cylinder,four-stroke
access,ams 6.46 basic,2016,ATV,0,608,45.6,-2,Single cylinder,four-stroke
access,ams 6.46 lux,2016,ATV,0,608,45.6,-2,Single cylinder,four-stroke
access,ams 6.46 lux long,2016,ATV,0,608,45.6,-2,Single cylinder,four-stroke
access,ams 8.57 lux lv,2016,ATV,3.9,781,56.3,-2,Single cylinder,four-stroke
access,amx 8.57 efi,2018,ATV,0,781,57.7,-2,Single cylinder,four-stroke
access,minisport 110,2021,ATV,0,107,6.8,-2,Single cylinder,four-stroke
access,shade 200,2021,ATV,0,176,13.1,-2,Single cylinder,four-stroke
access,shade 420,2018,ATV,0,359.3,26.8,-2,Single cylinder,four-stroke
access,shade sport 650,2018,ATV,0,608,45.6,-2,Single cylinder,four-stroke
access,shade sport 650 eps,2020,ATV,0,608,45.6,-2,Single cylinder,four-stroke
access,shade sport 850,2018,ATV,0,781,57.7,-2,Single cylinder,four-stroke
access,shade sport 850 lv,2020,ATV,0,781,57.7,-2,Single cylinder,four-stroke
access,shade sport 850 touring,2020,ATV,0,781,57.7,-2,Single cylinder,four-stroke
access,shade xtreme 650,2022,ATV,0,608,45.6,-2,Single cylinder,four-stroke
access,shade xtreme 650 ng,2020,ATV,0,608,45.6,-2,Single cylinder,four-stroke
access,shade xtreme 850,2018,ATV,2.8,781,57.7,-2,Single cylinder,four-stroke
access,shade xtreme 850 dlx eps,2020,ATV,0,781,57.7,-2,Single cylinder,four-stroke
access,xtreme enduro 300,2021,ATV,0,280,18.8,-2,Single cylinder,four-stroke
access,xtreme s 480,2021,ATV,0,449,-3,-2,Single cylinder,four-stroke
access,xtreme supermoto 300,2021,ATV,0,280,18.8,-2,Single cylinder,four-stroke
ace,exp-4,1923,Sport,0,1299,-3,-2,In-line four,four-stroke
ace,standard,1924,Allround,0,1234,-3,-2,Twin,four-stroke
ace,standard,1925,Allround,0,1234,-3,-2,Twin,four-stroke
ace,standard,1926,Allround,0,1234,-3,-2,Twin,four-stroke
ace,standard model,1927,Allround,0,1234,-3,-2,Twin,four-stroke
adiva,ad 125,2009,Scooter,2.8,124,14.8,12,Single cylinder,four-stroke
adiva,ad 125,2011,Scooter,2.9,124,13,10.9,Single cylinder,four-stroke
adiva,ad 125le,2010,Scooter,1.9,124,13,10.9,Single cylinder,four-stroke
adiva,ad 200,2011,Scooter,3.4,171.2,15.8,15.3,Single cylinder,four-stroke
adiva,ad 250,2009,Scooter,2.9,244,21.5,20.2,Single cylinder,four-stroke
adiva,ad tre,2014,Scooter,0,205.3,20.6,18.9,Single cylinder,four-stroke
adiva,ad tre 55,2014,Scooter,0,205.3,20.6,18.9,Single cylinder,four-stroke
adiva,ad125,2008,Scooter,2.2,124,14.8,12,Single cylinder,four-stroke
adiva,ad250,2008,Scooter,3.4,244,21.5,20.2,Single cylinder,four-stroke
adiva,ad3 300,2018,Scooter,0,299,-3,30.1,Single cylinder,four-stroke
adiva,ad3 300,2019,Scooter,0,299,29.4,31,Single cylinder,four-stroke
adiva,ad3 300lt,2020,Scooter,0,299,29.4,30.1,Single cylinder,four-stroke
adiva,ad3 400,2018,Scooter,3.3,399,36.7,38.1,Single cylinder,four-stroke
adiva,ad3 400,2019,Scooter,0,399,36.7,38.1,Single cylinder,four-stroke
adiva,ar 125,2011,Scooter,0,124,13,10.9,Single cylinder,four-stroke
adiva,ar 200,2011,Scooter,3,171.2,15.8,15.3,Single cylinder,four-stroke
adiva,ar3 200,2018,Scooter,0,190,18.8,17,Single cylinder,four-stroke
adiva,birdie,2012,Scooter,2.2,124.6,9.4,9,Single cylinder,four-stroke
adiva,cargo 3,2013,Scooter,0,-1,1.3,180,Electric,Electric
adiva,cargo 3,2014,Scooter,0,-1,1.3,180,Electric,Electric
adiva,cargo2,2011,Scooter,0,-1,-3,-2,Electric,Electric
adiva,e-moving,2013,Scooter,0,-1,0.8,-2,Electric,Electric
adiva,e-moving,2014,Scooter,0,-1,0.8,-2,Electric,Electric
adiva,n125,2010,Scooter,0,124,10.3,9.8,Single cylinder,four-stroke
adiva,n125,2011,Scooter,3.2,124,10.3,9.8,Single cylinder,four-stroke
adiva,r125,2010,Scooter,2.7,124,10.3,9.8,Single cylinder,four-stroke
adiva,r125,2011,Scooter,3.1,124,10.3,9.8,Single cylinder,four-stroke
adiva,vx-1,2021,Scooter,0,-1,14.8,65,Electric,Electric
adler,isdt,1957,Sport,0,247,18,-2,Twin,two-stroke
adler,isdt,1958,Sport,0,247,18,-2,Twin,two-stroke
adler,junior 100 luxus,1955,Scooter,0,100,-3,-2,Single cylinder,two-stroke
adler,junior 100 luxus,1956,Scooter,0,100,-3,-2,Single cylinder,two-stroke
adler,junior 100 luxus,1957,Scooter,0,100,-3,-2,Single cylinder,two-stroke
adler,m 100,1955,Sport,0,100,-3,-2,Single cylinder,two-stroke
adler,m 100,1956,Sport,0,100,-3,-2,Single cylinder,two-stroke
adler,m 100,1957,Sport,0,100,-3,-2,Single cylinder,two-stroke
adler,m 100,1958,Sport,0,100,-3,-2,Single cylinder,two-stroke
adler,m 200,1952,Naked bike,0,200,11,-2,Twin,two-stroke
adler,m 200,1953,Naked bike,0,200,11,-2,Twin,two-stroke
adler,m 200,1954,Naked bike,0,200,11,-2,Twin,two-stroke
adler,m 250,1952,Custom / cruiser,0,250,16,-2,Twin,two-stroke
adler,m 250,1953,Custom / cruiser,0,250,16,-2,Twin,two-stroke
adler,m 250,1954,Custom / cruiser,0,250,16,-2,Twin,two-stroke
adler,m 250 s,1952,Allround,0,247,16,-2,Twin,two-stroke
adler,m 250 s,1953,Allround,0,247,16,-2,Twin,two-stroke
adler,m 250 s,1954,Allround,0,247,16,-2,Twin,two-stroke
adler,m 250 s,1955,Allround,0,247,16,-2,Twin,two-stroke
adler,m 250 s,1956,Allround,0,247,-3,-2,Twin,two-stroke
adler,mb 250 rs,1954,Cross / motocross,0,247,-3,-2,Twin,two-stroke
adler,mb 250 rs,1955,Cross / motocross,0,247,-3,-2,Twin,two-stroke
adler,mb 250 rs,1956,Cross / motocross,0,247,-3,-2,Twin,two-stroke
adler,mbs 250 favorit,1957,Allround,0,250,16,-2,Twin,two-stroke
adler,mbs 250 favorit,1958,Allround,0,250,16,-2,Twin,two-stroke
adler,mbs 250 favorit,1959,Allround,0,250,16,-2,Twin,two-stroke
adler,mbs 250 favorit,1960,Allround,0,250,16,-2,Twin,two-stroke
adly,bullet 125,2007,Cross / motocross,0,122.7,-3,-2,Single cylinder,four-stroke
adly,bullet 125 supermotard,2007,Super motard,0,122.7,-3,-2,Single cylinder,four-stroke
adly,cat 100,2007,Scooter,2.5,95.6,8.6,-2,Single cylinder,two-stroke
adly,cat 100,2008,Scooter,2.5,95.6,8.6,-2,Single cylinder,two-stroke
adly,cat 125 b,2008,Scooter,2.7,124,-3,-2,Single cylinder,four-stroke
adly,cat 125 d,2008,Scooter,0,124,-3,-2,Single cylinder,four-stroke
adly,cat 125 s,2008,Scooter,0,124,-3,-2,Single cylinder,four-stroke
adly,cat 125b,2007,Scooter,0,124,8.4,-2,Single cylinder,four-stroke
adly,cat 125d,2007,Scooter,0,124,8.4,-2,Single cylinder,four-stroke
adly,cat 125s,2007,Scooter,0,124,8.6,-2,Single cylinder,four-stroke
adly,cat 125s,2009,Scooter,0,124,-3,-2,Single cylinder,four-stroke
adly,cat 50,2007,Scooter,3.2,49.3,5,-2,Single cylinder,two-stroke
adly,cat 50,2008,Scooter,3.2,49.3,5,-2,Single cylinder,two-stroke
adly,cat 50,2009,Scooter,0,49.3,5,-2,Single cylinder,two-stroke
adly,e-bike 2nd generation,2009,Scooter,0,-1,-3,-2,Electric,Electric
adly,e-bike fun cruiser,2009,Scooter,0,-1,-3,-2,Electric,Electric
adly,fc-25 e-bike fun cruiser,2010,Scooter,0,-1,-3,-2,Electric,Electric
adly,fc-25 ii 2nd gen e-bike,2010,Scooter,0,-1,-3,-2,Electric,Electric
adly,fox 50 (2t),2007,Scooter,3.7,49.3,3.7,-2,Single cylinder,two-stroke
adly,fox 50 (4t),2007,Scooter,3.2,49.3,3.7,-2,Single cylinder,four-stroke
adly,fun cruiser (i),2007,Scooter,0,-1,-3,-2,Electric,Electric
adly,fun cruiser (ii),2007,Scooter,0,-1,-3,-2,Electric,Electric
adly,gta-125,2018,Scooter,0,125,-3,-2,Single cylinder,four-stroke
adly,gta-125,2019,Scooter,0,124,-3,-2,Single cylinder,four-stroke
adly,gta-150,2018,Scooter,0,149.5,-3,-2,Single cylinder,four-stroke
adly,gta-150,2019,Scooter,0,149.5,-3,-2,Single cylinder,four-stroke
adly,gta-50,2018,Scooter,3.7,49.3,-3,-2,Single cylinder,two-stroke
adly,gtc bullseye,2018,Scooter,0,49.3,-3,-2,Single cylinder,two-stroke
adly,jet 100,2007,Scooter,3.5,95.6,7.5,-2,Single cylinder,two-stroke
adly,jet 100,2008,Scooter,3.1,95.6,7.5,-2,Single cylinder,two-stroke
adly,jet 50,2007,Scooter,3.7,49.3,3.7,-2,Single cylinder,two-stroke
adly,jet 50,2008,Scooter,3.3,49.3,-3,-2,Single cylinder,two-stroke
adly,jet 50,2009,Scooter,3.1,49.3,5,-2,Single cylinder,two-stroke
adly,mm-50,2018,ATV,0,49.3,-3,-2,Single cylinder,two-stroke
adly,noble 100,2008,Scooter,3.4,95.6,7.1,7.4,Single cylinder,two-stroke
adly,noble 125,2008,Scooter,0,124,8.6,9.3,Single cylinder,four-stroke
adly,noble 125,2009,Scooter,2,124,8.6,9.3,Single cylinder,four-stroke
adly,noble 50,2008,Scooter,2.7,49.3,3.7,4.8,Single cylinder,two-stroke
adly,noble 50,2009,Scooter,3.6,49.3,3.7,4.8,Single cylinder,two-stroke
adly,panther 100,2007,Scooter,0,95.6,-3,-2,Single cylinder,two-stroke
adly,panther 100,2008,Scooter,3.5,95.6,-3,-2,Single cylinder,two-stroke
adly,panther 50,2008,Scooter,2.8,49.3,-3,-2,Single cylinder,two-stroke
adly,panther-50 (2t),2007,Scooter,3.2,49.3,3.7,-2,Single cylinder,two-stroke
adly,panther-50 (4t),2007,Scooter,0,49.3,3.7,-2,Single cylinder,four-stroke
adly,road tracer 50,2007,Cross / motocross,2.9,49.3,-3,-2,Single cylinder,two-stroke
adly,road tracer 50,2008,"Minibike, sport",2.8,49.3,-3,-2,Single cylinder,two-stroke
adly,road tracer 90,2007,Cross / motocross,0,85.8,-3,-2,Single cylinder,four-stroke
adly,road tracer 90,2008,"Minibike, sport",0,85.8,-3,-2,Single cylinder,four-stroke
adly,rt 50 roadtracer,2010,"Minibike, sport",0,49.3,-3,-2,Single cylinder,two-stroke
adly,rt 50 roadtracer,2011,"Minibike, sport",3.3,49.3,-3,-2,Single cylinder,two-stroke
adly,rt-100 road tracer,2009,"Minibike, sport",2.9,95.6,-3,-2,Single cylinder,two-stroke
adly,rt-100 road tracer,2018,Allround,0,95.6,-3,-2,Single cylinder,two-stroke
adly,rt-50 road tracer,2009,"Minibike, sport",2.8,49.3,-3,-2,Single cylinder,two-stroke
adly,rt-50 road tracer,2018,Allround,0,49.3,-3,-2,Single cylinder,two-stroke
adly,rt-90 road tracer,2009,"Minibike, sport",0,85.8,-3,-2,Single cylinder,four-stroke
adly,sf-100 silver fox,2010,Scooter,0,95.6,7.5,-2,Single cylinder,two-stroke
adly,sf-50 silver fox,2010,Scooter,3.4,49.3,3.7,-2,Single cylinder,two-stroke
adly,silver fox 100,2007,Scooter,2.8,95.6,7.5,-2,Single cylinder,two-stroke
adly,silver fox 100,2008,Scooter,0,95.6,7.5,-2,Single cylinder,two-stroke
adly,silver fox 50,2007,Scooter,3.3,49.3,3.7,-2,Single cylinder,two-stroke
adly,silver fox 50,2008,Scooter,3.2,49.3,3.7,-2,Single cylinder,two-stroke
adly,silverfox 50,2003,Scooter,3.8,49,-3,-2,Single cylinder,two-stroke
adly,super sonic 100,2008,Scooter,3.1,95.8,7.5,-2,Single cylinder,two-stroke
adly,super sonic 125,2008,Scooter,0,124,8.6,-2,Single cylinder,four-stroke
adly,super sonic 125,2009,Scooter,0,124,8.6,-2,Single cylinder,four-stroke
adly,super sonic 50,2008,Scooter,2.5,49.3,3.7,-2,Single cylinder,two-stroke
adly,super sonic 50,2009,Scooter,0,49.3,3.7,-2,Single cylinder,two-stroke
adly,supersonic 100,2007,Scooter,3,95.8,7.5,-2,Single cylinder,two-stroke
adly,supersonic 125,2007,Scooter,3,124,8.6,-2,Single cylinder,four-stroke
adly,supersonic 50,2007,Scooter,0,49.3,3.7,-2,Single cylinder,two-stroke
adly,thunder 125,2009,Scooter,0,124,6.8,5.5,Single cylinder,four-stroke
adly,thunder 50,2009,Scooter,3.3,49.3,3.7,3,Single cylinder,two-stroke
adly,thunder bike 100,2007,Scooter,2.9,95.8,7.5,-2,Single cylinder,two-stroke
adly,thunder bike 100,2008,Scooter,0,95.8,7.5,5.5,Single cylinder,two-stroke
adly,thunder bike 125,2007,Scooter,3.8,124,8.6,-2,Single cylinder,four-stroke
adly,thunder bike 125,2008,Scooter,0,124,7.8,6.5,Single cylinder,four-stroke
adly,thunder bike 150,2007,Scooter,3.5,150,13.1,-2,Single cylinder,four-stroke
adly,thunder bike 50,2007,Scooter,3.7,49.3,3.7,-2,Single cylinder,two-stroke
adly,thunder bike 50,2008,Scooter,3.3,49.3,3.7,3,Single cylinder,two-stroke
aeon,3d-350,2018,Scooter,0,346,25,28.8,Single cylinder,four-stroke
aeon,3d-350,2019,Scooter,0,346,27,28.8,Single cylinder,four-stroke
aeon,3d-350 r,2019,Scooter,0,346,30,30,Single cylinder,four-stroke
aeon,ae-11 pulsar 100,2008,Scooter,0,96,-3,-2,Single cylinder,four-stroke
aeon,ae-12 pulsar 150,2008,Scooter,0,149.5,-3,-2,Single cylinder,four-stroke
aeon,ae-6 echo,2008,Scooter,0,49.3,-3,-2,Single cylinder,two-stroke
aeon,ae-9 pulsar 125,2008,Scooter,0,124.6,-3,-2,Single cylinder,four-stroke
aeon,am-1 aero 50,2008,Scooter,0,49,-3,-2,Single cylinder,two-stroke
aeon,am-2 aero 100,2008,Scooter,2.7,95.6,-3,-2,Single cylinder,two-stroke
aeon,ax-50,2009,"Minibike, cross",0,49,-3,-2,Single cylinder,two-stroke
aeon,ax-50 mini-bike,2008,"Minibike, cross",0,49,-3,-2,Single cylinder,two-stroke
aeon,co-in 125i,2012,Scooter,2.6,124.9,-3,9.3,Single cylinder,four-stroke
aeon,cobra  rs 180,2010,ATV,3.3,169,8.7,10.2,Single cylinder,four-stroke
aeon,cobra 100,2019,ATV,0,95.6,6.4,7.8,Single cylinder,two-stroke
aeon,cobra 220,2008,Prototype / concept model,0,196,12.1,13.6,Single cylinder,four-stroke
aeon,cobra 220,2009,ATV,3.1,196,12.1,13.6,Single cylinder,four-stroke
aeon,cobra 220,2019,ATV,0,196,12.1,13.6,Single cylinder,four-stroke
aeon,cobra 320,2008,Prototype / concept model,3.2,272.3,18.8,22,Single cylinder,four-stroke
aeon,cobra 320,2009,ATV,2.7,272.3,19.4,19,Single cylinder,four-stroke
aeon,cobra 320,2010,ATV,3.3,196,16.1,14.5,Single cylinder,four-stroke
aeon,cobra 400,2012,ATV,3.4,346,20.1,30,Single cylinder,four-stroke
aeon,cobra 400,2019,ATV,3.3,346,-3,30,Single cylinder,four-stroke
aeon,cobra 400 efi,2021,ATV,0,346,20.1,23,Single cylinder,four-stroke
aeon,cobra 400 supermoto,2022,ATV,0,346,20.1,30,Single cylinder,four-stroke
aeon,cobra 50,2009,ATV,3.5,49,3.6,4.5,Single cylinder,two-stroke
aeon,cobra 50,2010,ATV,3.4,49,3.6,4.5,Single cylinder,two-stroke
aeon,cobra 50,2012,ATV,2.6,49.3,3,3.7,Single cylinder,two-stroke
aeon,cobra 50,2019,ATV,0,49,3.6,4.5,Single cylinder,two-stroke
aeon,cobra supermoto,2018,ATV,0,346,20.1,30,Single cylinder,four-stroke
aeon,cobra supermoto,2019,ATV,0,346,20.1,30,Single cylinder,four-stroke
aeon,crossland 300,2009,ATV,3.2,272.3,18.1,22,Single cylinder,four-stroke
aeon,crossland 300,2010,ATV,3.4,272.3,18.1,22,Single cylinder,four-stroke
aeon,crossland 600 efi,2018,ATV,0,565,20.1,43.6,Single cylinder,four-stroke
aeon,crossland rx 400,2012,ATV,0,346,20.1,30,Single cylinder,four-stroke
aeon,crossland x4 400,2012,ATV,3.5,346,20.1,30,Single cylinder,four-stroke
aeon,elite 125,2012,Scooter,0,124.9,10.5,11.3,Single cylinder,four-stroke
aeon,elite 200i,2012,Scooter,0,183.4,-3,-2,Single cylinder,four-stroke
aeon,elite 250i,2019,Scooter,0,249,22.1,20.6,Single cylinder,four-stroke
aeon,elite 350i,2012,Scooter,3.7,313,22.8,30,Single cylinder,four-stroke
aeon,elite 400i,2014,Scooter,0,346,26.6,27.3,Single cylinder,four-stroke
aeon,elite 400i abs,2018,Scooter,0,346,32.2,30,Single cylinder,four-stroke
aeon,elite 400i abs,2019,Scooter,0,346,27,28.8,Single cylinder,four-stroke
aeon,es 150,2019,Scooter,0,149.8,14,-2,Single cylinder,four-stroke
aeon,minikolt 50,2009,ATV,0,49.3,3.6,4.5,Single cylinder,two-stroke
aeon,minikolt 50,2010,ATV,3.3,49.3,3.2,3.3,Single cylinder,two-stroke
aeon,minikolt 50,2012,ATV,0,49.3,3.2,3.3,Single cylinder,two-stroke
aeon,my 125i,2012,Allround,3.6,124.9,10.7,8.3,Single cylinder,four-stroke
aeon,my 150,2019,Allround,0,149,14,-2,Single cylinder,four-stroke
aeon,overland 180,2010,ATV,2.8,169,8.7,10.2,Single cylinder,four-stroke
aeon,overland 200 t3,2018,ATV,0,176,13.1,13.8,Single cylinder,four-stroke
aeon,overland 600,2012,ATV,0,565,20.1,49,Single cylinder,four-stroke
aeon,ozs 150,2019,Scooter,0,150.1,14,-2,Single cylinder,four-stroke
aeon,ozs 150 dual discs,2019,Scooter,0,150,-3,-2,Single cylinder,four-stroke
aeon,quadro 350d,2012,Scooter,3.9,313,22.8,23.7,Single cylinder,four-stroke
aeon,revo 100,2010,ATV,3.8,96,6.6,6.1,Single cylinder,two-stroke
aeon,revo 50,2010,ATV,0,49.3,3.6,3.7,Single cylinder,two-stroke
aeon,urban 125,2012,Scooter,2.7,124.9,14.1,11.3,Single cylinder,four-stroke
aeon,urban 350i,2012,Scooter,3.6,313,22.8,30,Single cylinder,four-stroke
aeon,urban 350i,2014,Scooter,0,313,22.8,27.3,Single cylinder,four-stroke
aeon,xboy 10,2012,"Minibike, cross",0,49,3.4,3.2,Single cylinder,two-stroke
aeon,xboy 12,2012,"Minibike, cross",0,49,9.4,6,Single cylinder,two-stroke
aermacchi,250 ala verde serie 1,1959,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1960,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1961,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1962,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1963,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1964,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1965,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1966,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 1,1967,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 2,1968,Sport,0,246.2,18,-2,Single cylinder,four-stroke
aermacchi,250 ala verde serie 2,1969,Sport,0,246.2,18,-2,Single cylinder,four-stroke
aermacchi,350 tv,1971,Classic,3.4,344,27,-2,Single cylinder,four-stroke
aermacchi,350 tv,1972,Classic,3.4,344,27,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1957,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1958,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1959,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1960,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1961,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1962,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1963,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala bianca 175,1964,Sport,0,174.2,9.4,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1960,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1961,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1962,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1963,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1964,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1965,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1966,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1967,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala d oro,1968,Allround,0,246,24.8,-2,Single cylinder,four-stroke
aermacchi,ala verde sport,1970,Sport,3.1,246,18.5,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1956,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1957,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1958,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1959,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1960,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1961,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1962,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1963,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1964,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 175,1965,Sport,0,172,-3,-2,Single cylinder,four-stroke
aermacchi,chimera 250,1961,Sport,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,chimera 250,1962,Sport,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,chimera 250,1963,Sport,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,chimera 250,1964,Sport,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,chimera 250,1965,Sport,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,h-d 250 ala azzurra,1961,Allround,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,h-d 250 ala azzurra,1962,Allround,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,h-d 250 ala azzurra,1963,Allround,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,h-d 250 ala azzurra,1964,Allround,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,h-d 250 ala azzurra,1965,Allround,0,246,13.7,-2,Single cylinder,four-stroke
aermacchi,h-d wisconsin,1961,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,h-d wisconsin,1962,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,h-d wisconsin,1963,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,h-d wisconsin,1964,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,h-d wisconsin,1965,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,h-d wisconsin,1966,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,h-d wisconsin,1967,Sport,0,246.2,16,-2,Single cylinder,four-stroke
aermacchi,hd 125 zeffiro,1955,Scooter,0,123,5,-2,Single cylinder,two-stroke
aermacchi,hd 125 zeffiro,1956,Scooter,0,123,5,-2,Single cylinder,two-stroke
aermacchi,hd 125 zeffiro,1957,Scooter,0,123,5,-2,Single cylinder,two-stroke
aermacchi,hd 125 zeffiro,1958,Scooter,0,123,5,-2,Single cylinder,two-stroke
aermacchi,hd 125 zeffiro,1959,Scooter,0,123,5,-2,Single cylinder,two-stroke
aermacchi,hd 125 zeffiro,1960,Scooter,0,123,5,-2,Single cylinder,two-stroke
aermacchi,hd 150 zeffiro,1955,Scooter,0,148,6,-2,Single cylinder,two-stroke
aermacchi,hd 150 zeffiro,1956,Scooter,0,148,6,-2,Single cylinder,two-stroke
aermacchi,hd 150 zeffiro,1957,Scooter,0,148,6,-2,Single cylinder,two-stroke
aermacchi,hd 150 zeffiro,1958,Scooter,0,148,-3,-2,Single cylinder,two-stroke
aermacchi,hd 150 zeffiro,1959,Scooter,0,148,-3,-2,Single cylinder,two-stroke
aermacchi,hd 150 zeffiro,1960,Scooter,0,148,-3,-2,Single cylinder,two-stroke
aermacchi,ss 350,1974,Touring,3.4,349,-3,-2,Single cylinder,four-stroke
aermacchi,z-90,1974,Classic,3.6,90,-3,-2,Single cylinder,two-stroke
agrati,capri,1960,Scooter,0,80,3.8,-2,Single cylinder,two-stroke
agrati,capri,1961,Scooter,0,80,3.8,-2,Single cylinder,two-stroke
agrati,capri 50,1960,Scooter,0,50,1.3,-2,Single cylinder,two-stroke
agrati,capri 50,1961,Scooter,0,50,1.3,-2,Single cylinder,two-stroke
agrati,capri 50,1962,Scooter,0,50,1.3,-2,Single cylinder,two-stroke
agrati,capri 50,1963,Scooter,0,50,1.3,-2,Single cylinder,two-stroke
agrati,capri 50,1964,Scooter,0,50,1.3,-2,Single cylinder,two-stroke
agrati,capri 50,1965,Scooter,0,50,1.3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1962,Scooter,0,50,4.3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1963,Scooter,0,50,4.3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1964,Scooter,0,50,4.3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1965,Scooter,0,50,4.3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1966,Scooter,0,50,4.3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1967,Scooter,0,50,4.3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1968,Scooter,0,50,-3,-2,Single cylinder,two-stroke
agrati,capri 50 s,1969,Scooter,0,50,-3,-2,Single cylinder,two-stroke
agrati,capri 70,1958,Scooter,0,70,3.8,-2,Single cylinder,two-stroke
agrati,capri 70,1959,Scooter,0,70,3.8,-2,Single cylinder,two-stroke
agrati,capri 70,1960,Scooter,0,70,3.8,-2,Single cylinder,two-stroke
